sample_id,task,anchor,strategy,definition,metric,threshold,threshold_label,observed_horizon,measurement_limit,is_right_censored,availability,interpretation_note,sample_cluster
reasoning_long_generation_0,reasoning_long_generation,0,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,23,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,44,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.01,0.01,8,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,8,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.05,0.05,26,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,26,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.1,0.1,45,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,45,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,4,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,4,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,8,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,0,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,26,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.01,0.01,21,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,21,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.05,0.05,31,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,31,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.1,0.1,31,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,31,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,6,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,10,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,10,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,30,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.01,0.01,18,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,18,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.05,0.05,30,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,30,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.1,0.1,31,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,31,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,7,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,7,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,21,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,31,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_average_delta_nll,average_delta_nll,0.01,0.01,18,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,18,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_average_delta_nll,average_delta_nll,0.05,0.05,29,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,29,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_average_delta_nll,average_delta_nll,0.1,0.1,31,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,31,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,7,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,7,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,7,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,30,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.01,0.01,10,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,10,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.05,0.05,10,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,10,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.1,0.1,10,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,10,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.25,0.25,31,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,31,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,6,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,6,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,6,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,16,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,10,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.05,0.05,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,4,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,attention_weighted_v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.05,0.05,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,future_attention_oracle,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_average_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_average_delta_nll,average_delta_nll,0.05,0.05,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_average_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,snapkv,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,2,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.05,0.05,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,2,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,64,64,True,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.05,0.05,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.1,0.1,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.25,0.25,2,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_0,reasoning_long_generation,48,v_ridge_leverage,absolute_running_max_delta_nll,running_max_delta_nll,0.5,0.5,9,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_0
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.01,0.01,17,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.01,0.01,17,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.05,0.05,21,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.05,0.05,21,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.1,0.1,21,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.1,0.1,21,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,absolute_average_delta_nll,average_delta_nll,0.25,0.25,62,64,False,available,max observed H satisfying threshold,reasoning_long_generation::reasoning_long_generation_1
reasoning_long_generation_1,reasoning_long_generation,0,attention_weighted_v_ridge_leverage,relative_to_full_cache_delta_nll,average_delta_nll,0.25,0.25,62,64,False,available_but_equivalent,delta_nll is already NLL(compressed)-NLL(full); not an independent definition,reasoning_long_generation::reasoning_long_generation_1
